acc_now_delinq,addr_state,application_type,avg_annual_inc,avg_cur_bal,avg_fico_range_high,avg_inq_last_6mths,avg_mort_acc,avg_mths_since_last_major_derog,avg_num_rev_accts,avg_open_acc,avg_revol_bal,avg_revol_util,bc_open_to_buy,bc_util,chargeoff_within_12_mths,combined_dti,delinq_2yrs,delinq_amnt,disbursement_method,earliest_cr_line_month,earliest_cr_line_quarter,earliest_cr_line_year,emp_length,home_ownership,issue_month,issue_quarter,loan_amnt,loan_status,max_dti,max_ind_annual_inc,max_inq_last_6mths,min_ind_annual_inc,min_inq_last_6mths,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mths_since_last_delinq,mths_since_last_record,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_tl,num_il_tl,num_op_rev_tl,num_sats,num_tl_op_past_12m,percent_bc_gt_75,pub_rec,pub_rec_bankruptcies,tax_liens,term,tot_coll_amt,tot_cur_bal,tot_hi_cred_lim,total_acc,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,total_inq_last_6mths,total_mths_since_last_major_derog,total_num_rev_accts,total_open_acc,total_rev_hi_lim
0,TN,Individual,96000,80421,521,0,8,0-5 yrs,27,7,7131,70.6,20000,70.6,0,0,0,0,Cash,May,2,1984,10+ years,MORTGAGE,Oct,4,10000,Fully Paid,9.03,96000,0,96000,0,377,76,4,0-5 yrs,nil,116,0-5 yrs,0-5 yrs,0,1,1,5,20,2,7,3,0,0,0,0,36 months,0,482524,500275,39,88693,10100,88514,0,0-5 yrs,11,7,10100
